combination,consumption
2,0.49605048
2,0.45253728
2,0.5134557599999999
2,0.4496364
2,0.43223111999999997
2,0.43368155999999997
2,0.47719476
2,0.41917715999999994
2,0.44818596
2,0.42933024
2,0.43948332
2,0.44383463999999995
2,0.44528508
2,0.4496364
2,0.44528508
2,0.48154608
2,0.45108684
2,0.48009563999999993
2,0.46123992
2,0.44528508
2,0.44383463999999995
2,0.43513199999999996
2,0.4206276
2,0.42933024
2,0.43223111999999997
2,0.43223111999999997
2,0.42933024
2,0.46123992
2,0.42497892
2,0.42933024
4,8.2181232
4,8.043840000000001
4,8.0304336
4,8.0304336
4,7.9902144
4,7.976808
4,8.0304336
4,8.017027200000001
4,7.9902144
4,7.976808
4,8.017027200000001
4,7.976808
4,7.923182400000001
4,7.9634016
4,8.0036208
4,7.9634016
4,7.9634016
4,7.9634016
4,8.0036208
4,8.017027200000001
4,8.0706528
4,7.9499952
4,7.9902144
4,7.9902144
4,7.9634016
4,7.9902144
4,8.0572464
4,8.0036208
4,7.9634016
4,7.936588799999999
1,1.4102143200000001
1,1.36016496
1,1.3100652
1,1.21199328
1,1.1417328
1,0.97632792
1,1.15197912
1,0.72309744
1,1.1885731199999998
1,1.1417328
1,0.82556064
1,1.12124016
1,1.08025488
1,1.1505153600000002
1,0.8899660799999999
1,0.9294876
1,1.2807899999999999
1,1.1227039200000002
1,1.17686304
1,1.2368772000000001
1,1.14026904
1,0.97193664
1,1.1622254399999998
1,1.16076168
1,1.10806632
1,1.1359332000000002
1,1.1388384
1,1.3555706400000003
1,1.15886988
1,1.20249108
3,0.39277008
3,0.38992392
3,0.39419316
3,0.39277008
3,0.391347
3,0.38992392
3,0.38992392
3,0.38992392
3,0.37996236000000005
3,0.39277008
3,0.37569312
3,0.39561624
3,0.5678089199999999
3,0.38565467999999997
3,0.38992392
3,0.38992392
3,0.41127011999999996
3,0.41838552
3,0.38707775999999994
3,0.38707775999999994
3,0.38565467999999997
3,0.38280852000000004
3,0.0127792584
3,0.37853928
3,0.391347
3,0.38280852000000004
3,0.38280852000000004
3,0.391347
3,0.39703932
3,0.40700088
