combination,consumption
2,0.6296392799999999
2,0.58581288
2,0.7713446399999999
2,0.6164913599999999
2,0.59019552
2,0.60188256
2,0.64570896
2,0.58289112
2,0.64716984
2,0.59749992
2,0.5887346400000001
2,0.6091869599999999
2,0.59457816
2,0.6062652
2,0.5872737600000001
2,0.5843520000000001
2,0.58581288
2,0.5872737600000001
2,0.5872737600000001
2,0.58289112
2,0.59603904
2,0.5814302400000001
2,0.5887346400000001
2,0.57996936
2,0.60334344
2,0.5916564000000001
2,0.5872737600000001
2,0.5931172799999999
2,0.5872737600000001
2,0.5843520000000001
4,2.9813183999999997
4,3.0227256000000002
4,2.9813183999999997
4,2.9813183999999997
4,2.9675160000000003
4,2.9399112
4,2.9537136
4,2.9537136
4,2.8432943999999996
4,2.9399112
4,2.9537136
4,2.9813183999999997
4,2.9537136
4,2.9537136
4,2.9399112
4,2.9675160000000003
4,2.9675160000000003
4,2.9537136
4,2.9537136
4,2.9399112
4,2.9675160000000003
4,2.9537136
4,2.9399112
4,2.9261088
4,3.0089232000000004
4,2.947392
4,2.9514023999999996
4,2.9514023999999996
4,2.965194
4,2.9789855999999997
1,1.211346
1,1.3527864
1,1.0531008000000002
1,1.2375946800000002
1,0.9062701200000001
1,1.20557592
1,0.90905436
1,1.19304684
1,0.92854404
1,1.0802851199999999
1,1.0761087599999999
1,0.8547616800000001
1,1.19165472
1,1.02599244
1,1.02738456
1,0.6890994000000001
1,0.8533695600000001
1,1.09420632
1,0.81995868
1,1.1290093200000002
1,1.6427016
1,0.98562096
1,0.82413504
1,1.04269788
1,1.1624202000000001
1,0.82732104
1,1.1413710000000001
1,1.13307012
1,1.0514448
1,1.05974568
3,0.3992133600000001
3,0.3992133600000001
3,0.38459016
3,0.40652496000000005
3,0.34364520000000004
3,0.35388144000000005
3,0.33487128
3,0.33925824
3,0.35388144000000005
3,0.34072056000000006
3,0.38312784000000005
3,0.3948264
3,0.52789752
3,0.38751480000000005
3,0.3948264
3,0.39190176000000004
3,0.4094496
3,0.38166552000000004
3,0.39336408000000006
3,0.39190176000000004
3,0.3948264
3,0.38897712
3,0.48987720000000007
3,0.38459016
3,0.38751480000000005
3,0.39190176000000004
3,0.38751480000000005
3,0.39775104
3,0.39190176000000004
3,0.39628872
