combination,consumption
2,0.6310137600000001
2,0.62208432
2,0.8036496000000001
2,0.62357256
2,0.6012489599999999
2,0.6161313600000001
2,0.66821976
2,0.59083128
2,0.6578020800000001
2,0.6354784800000002
2,0.62654904
2,0.63696672
2,0.6295255200000001
2,0.62654904
2,0.62803728
2,0.6161313600000001
2,0.5952960000000002
2,0.6131548800000001
2,0.58636656
2,0.5878548
2,0.59380776
2,0.5923195200000001
2,0.58339008
2,0.5923195200000001
2,0.59678424
2,0.6429196800000001
2,0.58636656
2,0.61166664
2,0.59678424
2,0.6012489599999999
4,2.4432444
4,2.4856127999999997
4,2.4997356
4,2.4432444
4,2.4573671999999998
4,2.47149
4,2.4573671999999998
4,2.4573671999999998
4,2.4573671999999998
4,2.4432444
4,2.4856127999999997
4,2.4573671999999998
4,2.4573671999999998
4,2.4149988000000002
4,2.4149988000000002
4,2.4432444
4,2.4432444
4,2.4432444
4,2.3678928000000004
4,2.3819040000000005
4,2.4239376
4,2.4099264
4,2.3819040000000005
4,2.3959152
4,2.3819040000000005
4,2.3959152
4,2.4379487999999996
4,2.4379487999999996
4,2.3959152
4,2.3959152
1,0.95915592
1,0.82111716
1,0.93638664
1,0.92357892
1,0.9506174399999999
1,0.9420789599999999
1,0.93638664
1,0.9648482399999999
1,1.00611756
1,0.90792504
1,0.9463482000000001
1,0.98477136
1,0.9534636000000001
1,0.93638664
1,0.9335404800000001
1,0.9435020399999999
1,1.031733
1,0.97338672
1,0.9377737199999999
1,0.9080704799999999
1,0.98727912
1,1.0042524
1,0.9462603599999999
1,0.9420789599999999
1,1.0815408
1,1.00469448
1,0.9435020399999999
1,0.9534636000000001
1,0.92926908
1,0.95747148
3,0.39991968
3,0.39416544000000003
3,0.37690272
3,0.38984976
3,0.37834128
3,0.38841119999999996
3,0.38984976
3,0.38553408000000006
3,0.39416544000000003
3,0.37258704000000004
3,0.38697264000000003
3,0.3812184
3,0.56679264
3,0.014112273600000003
3,0.38409552
3,0.3812184
3,0.37977984
3,0.39272688
3,0.38409552
3,0.39848112
3,0.38265696
3,0.38553408000000006
3,0.4387608
3,0.38841119999999996
3,0.37977984
3,0.38553408000000006
3,0.38409552
3,0.37546416
3,0.39128831999999997
3,0.38984976
