combination,consumption
2,1.1465064
2,0.6908436000000001
2,0.61881948
2,0.6129399600000001
2,0.6908436000000001
2,0.6320484
2,0.6041206800000001
2,0.5997110400000001
2,0.5953014000000001
2,0.6055905600000001
2,0.61881948
2,0.62028936
2,0.5923616400000001
2,0.59677128
2,0.58942188
2,0.5820724800000001
2,0.59383152
2,0.60706044
2,0.5923616400000001
2,0.6173496
2,0.57913272
2,0.62910864
2,0.5997110400000001
2,0.59383152
2,0.56443392
2,0.5850122400000001
2,0.6041206800000001
2,0.61881948
2,0.6349881600000001
2,0.6173496
4,10.222848
4,9.9530784
4,9.9246816
4,9.93888
4,9.5981184
4,9.882086399999999
4,9.9104832
4,9.8435916
4,9.857714399999999
4,9.970696799999999
4,9.829468799999999
4,9.7729776
4,9.8435916
4,9.829468799999999
4,9.829468799999999
4,9.815346
4,9.815346
4,10.0695564
4,9.815346
4,9.8435916
4,9.829468799999999
4,9.8718372
4,9.801223199999999
4,9.801223199999999
4,9.8435916
4,9.88596
4,9.8435916
4,9.857714399999999
4,9.7272252
4,9.7693344
1,1.0570751999999999
1,1.0083419999999998
1,1.1702448
1,1.3122648
1,0.894726
1,1.590624
1,1.1347398
1,1.0779318
1,1.3406687999999998
1,1.2724992
1,1.2440951999999998
1,1.2767597999999998
1,1.3648122
1,1.6758359999999999
1,1.2753396
1,1.1347398
1,1.2824406000000002
1,0.8677422
1,1.2043296
1,1.3861151999999999
1,1.0353258
1,1.2710789999999998
1,1.761048
1,0.8691623999999999
1,1.299483
1,1.5244847999999998
1,1.17724104
1,1.18006416
1,0.97115328
1,1.16594856
3,0.39684959999999997
3,0.36992052
3,0.39401495999999997
3,0.38125908000000003
3,0.38409371999999997
3,0.39118032
3,0.38551103999999997
3,0.37842444000000003
3,0.38267639999999997
3,0.38409371999999997
3,0.37417248
3,0.39259763999999997
3,0.53291232
3,0.39826691999999997
3,0.3755898
3,0.39118032
3,0.39826691999999997
3,0.389763
3,0.38551103999999997
3,0.38267639999999997
3,0.38267639999999997
3,0.38551103999999997
3,0.42377867999999996
3,0.39030408000000005
3,0.38889504
3,0.3733956
3,0.38164644000000003
3,0.38590272
3,0.38874024
3,0.38448395999999996
