combination,consumption
2,0.63015624
2,0.60352992
2,0.60944688
2,0.61092612
2,0.6020506800000001
2,0.6020506800000001
2,0.776601
2,0.61092612
2,0.61240536
2,0.62276004
2,0.60057144
2,0.60057144
2,0.71151444
2,0.61240536
2,0.63755244
2,0.6212808
2,0.61536384
2,0.62423928
2,0.63755244
2,0.6286770000000002
2,0.60500916
2,0.6064884
2,0.60057144
2,0.6020506800000001
2,0.60796764
2,0.5828205599999999
2,0.5828205599999999
2,0.60500916
2,0.64938636
2,0.6064884
4,18.164016
4,17.871048000000002
4,17.871048000000002
4,18.017532
4,17.871048000000002
4,18.017532
4,17.871048000000002
4,17.871048000000002
4,17.871048000000002
4,17.712936000000003
4,17.712936000000003
4,17.858124
4,17.858124
4,17.712936000000003
4,17.858124
4,17.858124
4,17.712936000000003
4,17.712936000000003
4,17.712936000000003
4,17.616312
4,17.858124
4,17.712936000000003
4,17.858124
4,17.712936000000003
4,17.712936000000003
4,17.712936000000003
4,17.567748
4,17.712936000000003
4,17.712936000000003
4,17.712936000000003
1,1.36134432
1,2.5456032
1,2.006046
1,1.521828
1,2.7254556
1,2.3934204
1,2.4625944
1,2.1305592
1,2.8084644000000005
1,1.72935
1,2.0475503999999995
1,2.434104
1,1.595232
1,1.760256
1,1.636488
1,2.8466639999999996
1,1.981512
1,2.5144704
1,2.2274928
1,1.9405151999999999
1,2.4598079999999998
1,2.2411584
1,2.0635055999999996
1,2.9791008
1,1.6808688
1,1.27226736
1,1.8858528
1,1.5305472
1,2.4598079999999998
1,1.571544
3,0.41038704
3,0.39751776
3,0.40323744
3,0.39465792
3,0.39036816
3,0.39465792
3,0.3860784
3,0.39751776
3,0.39608784
3,0.41038704
3,0.393228
3,0.38750831999999996
3,0.4146768
3,0.39465792
3,0.38893824
3,0.39179808
3,0.39751776
3,0.38750831999999996
3,0.39179808
3,0.38321856000000004
3,0.40180752
3,0.38035872
3,0.5862672
3,0.39608784
3,0.4218264
3,0.4146768
3,0.4146768
3,0.39608784
3,0.40180752
3,0.39751776
