combination,consumption
2,0.49523040000000007
2,0.48649104000000004
2,0.55786248
2,0.43988112000000007
2,0.42677208000000005
2,0.42385896000000006
2,0.4733820000000001
2,0.42822864000000005
2,0.42385896000000006
2,0.4588164
2,0.44862048000000004
2,0.45153360000000003
2,0.44133768000000007
2,0.42968520000000004
2,0.436968
2,0.42094584
2,0.42240240000000007
2,0.45735983999999996
2,0.4442508
2,0.42677208000000005
2,0.43259832000000004
2,0.42968520000000004
2,0.42385896000000006
2,0.43842456
2,0.43114176000000004
2,0.42094584
2,0.4733820000000001
2,0.42094584
2,0.43551144
2,0.42240240000000007
4,8.1770688
4,8.0269056
4,7.972300799999999
4,7.849439999999999
4,8.0132544
4,7.985951999999999
4,7.985951999999999
4,7.9313472
4,7.948972799999999
4,7.948972799999999
4,7.908278399999999
4,7.962537599999999
4,7.921843199999999
4,7.948972799999999
4,7.921843199999999
4,7.908278399999999
4,7.948972799999999
4,7.921843199999999
4,7.921843199999999
4,7.9896671999999995
4,7.935407999999999
4,7.935407999999999
4,7.867584
4,7.935407999999999
4,7.948972799999999
4,7.948972799999999
4,7.935407999999999
4,7.902561599999999
4,7.902561599999999
4,7.9160471999999995
1,1.25148744
1,1.2971916000000001
1,1.3576824
1,1.07942472
1,0.8877870000000001
1,1.0440180000000001
1,1.0669190400000002
1,1.01168712
1,1.2380032799999998
1,0.74361024
1,0.9268185600000001
1,0.9241243199999999
1,0.9133473599999999
1,1.08982008
1,0.6831216000000001
1,1.01329704
1,0.7320499199999999
1,0.90025992
1,0.8841117599999999
1,0.79798824
1,0.74281536
1,0.9608155200000001
1,0.7266672
1,0.9688895999999999
1,0.89891424
1,0.54903744
1,1.0227168
1,0.93390192
1,0.93121056
1,1.23398856
3,0.39911904
3,0.39624768
3,0.39768336
3,0.38763359999999997
3,0.39768336
3,0.38189088
3,0.40055472000000003
3,0.39050495999999996
3,0.35748431999999997
3,0.4019904
3,0.42783264
3,0.38476224000000003
3,0.42926832
3,0.38189088
3,0.37471248
3,0.38332656000000004
3,0.37471248
3,0.40773312000000006
3,0.40342608
3,0.39768336
3,0.39911904
3,0.40486176
3,0.6273921600000001
3,0.38476224000000003
3,0.40629744
3,0.40486176
3,0.39911904
3,0.4378824
3,0.40342608
3,0.39768336
