treatment,consumption
most.js,1.1465064
most.js,0.6908436000000001
most.js,0.61881948
most.js,0.6129399600000001
most.js,0.6908436000000001
most.js,0.6320484
most.js,0.6041206800000001
most.js,0.5997110400000001
most.js,0.5953014000000001
most.js,0.6055905600000001
most.js,0.61881948
most.js,0.62028936
most.js,0.5923616400000001
most.js,0.59677128
most.js,0.58942188
most.js,0.5820724800000001
most.js,0.59383152
most.js,0.60706044
most.js,0.5923616400000001
most.js,0.6173496
most.js,0.57913272
most.js,0.62910864
most.js,0.5997110400000001
most.js,0.59383152
most.js,0.56443392
most.js,0.5850122400000001
most.js,0.6041206800000001
most.js,0.61881948
most.js,0.6349881600000001
most.js,0.6173496
most.js,0.39684959999999997
most.js,0.36992052
most.js,0.39401495999999997
most.js,0.38125908000000003
most.js,0.38409371999999997
most.js,0.39118032
most.js,0.38551103999999997
most.js,0.37842444000000003
most.js,0.38267639999999997
most.js,0.38409371999999997
most.js,0.37417248
most.js,0.39259763999999997
most.js,0.53291232
most.js,0.39826691999999997
most.js,0.3755898
most.js,0.39118032
most.js,0.39826691999999997
most.js,0.389763
most.js,0.38551103999999997
most.js,0.38267639999999997
most.js,0.38267639999999997
most.js,0.38551103999999997
most.js,0.42377867999999996
most.js,0.39030408000000005
most.js,0.38889504
most.js,0.3733956
most.js,0.38164644000000003
most.js,0.38590272
most.js,0.38874024
most.js,0.38448395999999996
rxjs,10.222848
rxjs,9.9530784
rxjs,9.9246816
rxjs,9.93888
rxjs,9.5981184
rxjs,9.882086399999999
rxjs,9.9104832
rxjs,9.8435916
rxjs,9.857714399999999
rxjs,9.970696799999999
rxjs,9.829468799999999
rxjs,9.7729776
rxjs,9.8435916
rxjs,9.829468799999999
rxjs,9.829468799999999
rxjs,9.815346
rxjs,9.815346
rxjs,10.0695564
rxjs,9.815346
rxjs,9.8435916
rxjs,9.829468799999999
rxjs,9.8718372
rxjs,9.801223199999999
rxjs,9.801223199999999
rxjs,9.8435916
rxjs,9.88596
rxjs,9.8435916
rxjs,9.857714399999999
rxjs,9.7272252
rxjs,9.7693344
rxjs,1.0570751999999999
rxjs,1.0083419999999998
rxjs,1.1702448
rxjs,1.3122648
rxjs,0.894726
rxjs,1.590624
rxjs,1.1347398
rxjs,1.0779318
rxjs,1.3406687999999998
rxjs,1.2724992
rxjs,1.2440951999999998
rxjs,1.2767597999999998
rxjs,1.3648122
rxjs,1.6758359999999999
rxjs,1.2753396
rxjs,1.1347398
rxjs,1.2824406000000002
rxjs,0.8677422
rxjs,1.2043296
rxjs,1.3861151999999999
rxjs,1.0353258
rxjs,1.2710789999999998
rxjs,1.761048
rxjs,0.8691623999999999
rxjs,1.299483
rxjs,1.5244847999999998
rxjs,1.17724104
rxjs,1.18006416
rxjs,0.97115328
rxjs,1.16594856
