treatment,consumption
most.js,0.51562224
most.js,0.44279424
most.js,0.45007704000000004
most.js,0.43988112000000007
most.js,0.5432968800000001
most.js,0.42677208000000005
most.js,0.44133768000000007
most.js,0.42240240000000007
most.js,0.42240240000000007
most.js,0.43114176000000004
most.js,0.41948928
most.js,0.4777516800000001
most.js,0.436968
most.js,0.43259832000000004
most.js,0.42968520000000004
most.js,0.42240240000000007
most.js,0.42094584
most.js,0.42385896000000006
most.js,0.46318608000000006
most.js,0.42531552000000006
most.js,0.4442508
most.js,0.43114176000000004
most.js,0.42531552000000006
most.js,0.42240240000000007
most.js,0.42531552000000006
most.js,0.436968
most.js,0.4588164
most.js,0.42531552000000006
most.js,0.43114176000000004
most.js,0.44133768000000007
most.js,0.40131504
most.js,0.396
most.js,0.37296
most.js,0.40091760000000004
most.js,0.3965598
most.js,0.4052754
most.js,0.3951072
most.js,0.39365459999999997
most.js,0.39801240000000004
most.js,0.40672800000000003
most.js,0.3951072
most.js,0.40382280000000004
most.js,0.5214834000000002
most.js,0.3863916
most.js,0.40963320000000003
most.js,0.38929680000000005
most.js,0.39801240000000004
most.js,0.3965598
most.js,0.39365459999999997
most.js,0.38929680000000005
most.js,0.40382280000000004
most.js,0.3878442000000001
most.js,0.43578
most.js,0.5185782000000001
most.js,0.39801240000000004
most.js,0.42561180000000004
most.js,0.41834879999999997
most.js,0.39564504000000006
most.js,0.41730444
most.js,0.4043088
rxjs,2.9896127999999997
rxjs,2.9623104
rxjs,3.003264
rxjs,2.935008
rxjs,2.9213568
rxjs,2.9623104
rxjs,2.9213568
rxjs,2.9486592
rxjs,2.935008
rxjs,2.9486592
rxjs,3.0169151999999997
rxjs,2.9486592
rxjs,2.935008
rxjs,2.9486592
rxjs,2.935008
rxjs,2.935008
rxjs,2.9486592
rxjs,2.9623104
rxjs,2.9213568
rxjs,2.935008
rxjs,2.9213568
rxjs,2.9486592
rxjs,2.935008
rxjs,3.1261248
rxjs,2.9077056
rxjs,2.935008
rxjs,2.9759616
rxjs,2.8121471999999996
rxjs,2.9213568
rxjs,2.935008
rxjs,0.8777854800000001
rxjs,0.83991492
rxjs,0.7858141200000001
rxjs,0.88184304
rxjs,1.03873536
rxjs,0.86426028
rxjs,1.1739873600000001
rxjs,1.0292677200000002
rxjs,0.91430352
rxjs,1.0035698400000002
rxjs,1.0482030000000002
rxjs,1.13185008
rxjs,1.5189911999999999
rxjs,1.0686708
rxjs,1.421658
rxjs,1.1264947200000002
rxjs,0.9194601600000001
rxjs,1.2904704
rxjs,1.21384872
rxjs,1.0682744400000002
rxjs,0.7358544
rxjs,1.0594692
rxjs,1.1521223999999999
rxjs,0.9695016
rxjs,1.0487268
rxjs,1.0796112000000002
rxjs,0.8768484
rxjs,1.0218708
rxjs,1.1521223999999999
rxjs,1.1063613600000002
