treatment,consumption
most.js,0.72906048
most.js,0.5365061999999999
most.js,0.6746749200000002
most.js,0.5350363200000001
most.js,0.52327728
most.js,0.5218074
most.js,0.56443392
most.js,0.6041206800000001
most.js,0.5423857200000001
most.js,0.51298812
most.js,0.52033752
most.js,0.5100483600000001
most.js,0.5100483600000001
most.js,0.5100483600000001
most.js,0.52621704
most.js,0.51151824
most.js,0.51739776
most.js,0.51886764
most.js,0.64086768
most.js,0.5908917600000001
most.js,0.5291568
most.js,0.51298812
most.js,0.5144580000000002
most.js,0.5291568
most.js,0.51739776
most.js,0.5071086000000001
most.js,0.51298812
most.js,0.5071086000000001
most.js,0.51592788
most.js,0.5365061999999999
most.js,0.4003776
most.js,0.40180752
most.js,0.38464848
most.js,0.39465792
most.js,0.38178864000000007
most.js,0.39894768
most.js,0.38893824
most.js,0.39036816
most.js,0.38464848
most.js,0.4003776
most.js,0.40323744
most.js,0.37749888
most.js,0.5290703999999999
most.js,0.38464848
most.js,0.38321856000000004
most.js,0.40323744
most.js,0.38893824
most.js,0.36605952
most.js,0.39179808
most.js,0.39036816
most.js,0.38893824
most.js,0.39036816
most.js,0.45185472000000004
most.js,0.39465792
most.js,0.38178864000000007
most.js,0.39894768
most.js,0.38321856000000004
most.js,0.39179808
most.js,0.38893824
most.js,0.4003776
rxjs,19.802520000000005
rxjs,19.506960000000007
rxjs,19.506960000000007
rxjs,19.654740000000004
rxjs,19.255428000000002
rxjs,19.255428000000002
rxjs,19.402416000000002
rxjs,19.402416000000002
rxjs,19.402416000000002
rxjs,19.255428000000002
rxjs,19.255428000000002
rxjs,19.549404000000003
rxjs,19.402416000000002
rxjs,19.402416000000002
rxjs,18.863928
rxjs,19.448856000000003
rxjs,19.156392000000004
rxjs,19.302624000000005
rxjs,19.302624000000005
rxjs,19.302624000000005
rxjs,19.302624000000005
rxjs,19.302624000000005
rxjs,19.302624000000005
rxjs,19.156392000000004
rxjs,19.302624000000005
rxjs,19.302624000000005
rxjs,19.183824
rxjs,19.329156
rxjs,19.038492
rxjs,19.183824
rxjs,2.2609800000000004
rxjs,2.7885420000000005
rxjs,2.9531088
rxjs,2.0986560000000005
rxjs,2.7282528
rxjs,2.2635503999999997
rxjs,2.4284448
rxjs,2.5633584
rxjs,2.0536848
rxjs,2.2185791999999998
rxjs,2.7282528
rxjs,1.7538768
rxjs,2.4134544
rxjs,2.0953728
rxjs,2.303424
rxjs,2.3182848
rxjs,2.5709184
rxjs,2.7641088
rxjs,2.2588416000000002
rxjs,2.8829952000000003
rxjs,1.6346880000000001
rxjs,2.6452620000000002
rxjs,2.6157060000000003
rxjs,2.7634860000000003
rxjs,2.4827040000000005
rxjs,2.3940360000000003
rxjs,2.5418160000000003
rxjs,2.6452620000000002
rxjs,2.5565940000000005
rxjs,2.9408220000000003
