treatment,consumption
most.js,0.53725464
most.js,0.45837792000000005
most.js,0.45093672000000007
most.js,0.45540144
most.js,0.44498376000000006
most.js,0.45837792000000005
most.js,0.44647200000000004
most.js,0.43605432000000005
most.js,0.44498376000000006
most.js,0.4568896800000001
most.js,0.46135440000000005
most.js,0.4598661600000001
most.js,0.44647200000000004
most.js,0.46581912000000003
most.js,0.45242496000000004
most.js,0.46730736
most.js,0.43754256
most.js,0.5089780800000001
most.js,0.49111920000000003
most.js,0.46135440000000005
most.js,0.4598661600000001
most.js,0.43754256
most.js,0.44647200000000004
most.js,0.46730736
most.js,0.44796024
most.js,0.4494484800000001
most.js,0.4539132
most.js,0.44796024
most.js,0.44200728000000006
most.js,0.4539132
most.js,0.4051152
most.js,0.39788100000000004
most.js,0.38775312000000006
most.js,0.38196576
most.js,0.40656204
most.js,0.3906468
most.js,0.38919996000000007
most.js,0.3761784
most.js,0.39354047999999997
most.js,0.38630628000000006
most.js,0.39643416000000004
most.js,0.46732932000000005
most.js,0.40945572
most.js,0.38051892000000004
most.js,0.4051152
most.js,0.46588248
most.js,0.38919996000000007
most.js,0.3834126
most.js,0.40656204
most.js,0.4051152
most.js,0.40800888
most.js,0.38919996000000007
most.js,0.51073452
most.js,0.39272688
most.js,0.39848112
most.js,0.39991968
most.js,0.39848112
most.js,0.38984976
most.js,0.39272688
most.js,0.39704256
rxjs,10.864656000000002
rxjs,10.2590424
rxjs,10.4579712
rxjs,10.5574356
rxjs,10.443762
rxjs,10.443762
rxjs,10.4153436
rxjs,10.5290172
rxjs,10.372716
rxjs,10.443762
rxjs,10.4579712
rxjs,10.3869252
rxjs,10.472180400000001
rxjs,10.4295528
rxjs,10.443762
rxjs,10.372716
rxjs,10.4295528
rxjs,10.4153436
rxjs,10.4579712
rxjs,10.472180400000001
rxjs,10.4295528
rxjs,10.4295528
rxjs,10.372716
rxjs,10.4011344
rxjs,10.380258
rxjs,10.2813984
rxjs,10.380258
rxjs,10.3378896
rxjs,10.380258
rxjs,10.3661352
rxjs,1.1731068
rxjs,1.533096
rxjs,1.4084424000000002
rxjs,1.37334924
rxjs,1.585188
rxjs,1.296972
rxjs,1.4987232000000001
rxjs,1.5275448
rxjs,1.2393288
rxjs,1.37911356
rxjs,1.25100864
rxjs,1.8607680000000002
rxjs,1.4599871999999998
rxjs,1.1336371200000002
rxjs,0.95042304
rxjs,1.13506848
rxjs,1.2309695999999999
rxjs,1.2037737599999998
rxjs,1.42706592
rxjs,1.07065728
rxjs,1.0132329599999998
rxjs,0.9563097599999999
rxjs,1.28219508
rxjs,1.2238487999999998
rxjs,1.3092336
rxjs,1.31777208
rxjs,0.78411708
rxjs,1.22811804
rxjs,1.21236192
rxjs,1.3125571200000001
