treatment,consumption
most.js,0.49523040000000007
most.js,0.48649104000000004
most.js,0.55786248
most.js,0.43988112000000007
most.js,0.42677208000000005
most.js,0.42385896000000006
most.js,0.4733820000000001
most.js,0.42822864000000005
most.js,0.42385896000000006
most.js,0.4588164
most.js,0.44862048000000004
most.js,0.45153360000000003
most.js,0.44133768000000007
most.js,0.42968520000000004
most.js,0.436968
most.js,0.42094584
most.js,0.42240240000000007
most.js,0.45735983999999996
most.js,0.4442508
most.js,0.42677208000000005
most.js,0.43259832000000004
most.js,0.42968520000000004
most.js,0.42385896000000006
most.js,0.43842456
most.js,0.43114176000000004
most.js,0.42094584
most.js,0.4733820000000001
most.js,0.42094584
most.js,0.43551144
most.js,0.42240240000000007
most.js,0.39911904
most.js,0.39624768
most.js,0.39768336
most.js,0.38763359999999997
most.js,0.39768336
most.js,0.38189088
most.js,0.40055472000000003
most.js,0.39050495999999996
most.js,0.35748431999999997
most.js,0.4019904
most.js,0.42783264
most.js,0.38476224000000003
most.js,0.42926832
most.js,0.38189088
most.js,0.37471248
most.js,0.38332656000000004
most.js,0.37471248
most.js,0.40773312000000006
most.js,0.40342608
most.js,0.39768336
most.js,0.39911904
most.js,0.40486176
most.js,0.6273921600000001
most.js,0.38476224000000003
most.js,0.40629744
most.js,0.40486176
most.js,0.39911904
most.js,0.4378824
most.js,0.40342608
most.js,0.39768336
rxjs,8.1770688
rxjs,8.0269056
rxjs,7.972300799999999
rxjs,7.849439999999999
rxjs,8.0132544
rxjs,7.985951999999999
rxjs,7.985951999999999
rxjs,7.9313472
rxjs,7.948972799999999
rxjs,7.948972799999999
rxjs,7.908278399999999
rxjs,7.962537599999999
rxjs,7.921843199999999
rxjs,7.948972799999999
rxjs,7.921843199999999
rxjs,7.908278399999999
rxjs,7.948972799999999
rxjs,7.921843199999999
rxjs,7.921843199999999
rxjs,7.9896671999999995
rxjs,7.935407999999999
rxjs,7.935407999999999
rxjs,7.867584
rxjs,7.935407999999999
rxjs,7.948972799999999
rxjs,7.948972799999999
rxjs,7.935407999999999
rxjs,7.902561599999999
rxjs,7.902561599999999
rxjs,7.9160471999999995
rxjs,1.25148744
rxjs,1.2971916000000001
rxjs,1.3576824
rxjs,1.07942472
rxjs,0.8877870000000001
rxjs,1.0440180000000001
rxjs,1.0669190400000002
rxjs,1.01168712
rxjs,1.2380032799999998
rxjs,0.74361024
rxjs,0.9268185600000001
rxjs,0.9241243199999999
rxjs,0.9133473599999999
rxjs,1.08982008
rxjs,0.6831216000000001
rxjs,1.01329704
rxjs,0.7320499199999999
rxjs,0.90025992
rxjs,0.8841117599999999
rxjs,0.79798824
rxjs,0.74281536
rxjs,0.9608155200000001
rxjs,0.7266672
rxjs,0.9688895999999999
rxjs,0.89891424
rxjs,0.54903744
rxjs,1.0227168
rxjs,0.93390192
rxjs,0.93121056
rxjs,1.23398856
