treatment,consumption
most.js,0.6296392799999999
most.js,0.58581288
most.js,0.7713446399999999
most.js,0.6164913599999999
most.js,0.59019552
most.js,0.60188256
most.js,0.64570896
most.js,0.58289112
most.js,0.64716984
most.js,0.59749992
most.js,0.5887346400000001
most.js,0.6091869599999999
most.js,0.59457816
most.js,0.6062652
most.js,0.5872737600000001
most.js,0.5843520000000001
most.js,0.58581288
most.js,0.5872737600000001
most.js,0.5872737600000001
most.js,0.58289112
most.js,0.59603904
most.js,0.5814302400000001
most.js,0.5887346400000001
most.js,0.57996936
most.js,0.60334344
most.js,0.5916564000000001
most.js,0.5872737600000001
most.js,0.5931172799999999
most.js,0.5872737600000001
most.js,0.5843520000000001
most.js,0.3992133600000001
most.js,0.3992133600000001
most.js,0.38459016
most.js,0.40652496000000005
most.js,0.34364520000000004
most.js,0.35388144000000005
most.js,0.33487128
most.js,0.33925824
most.js,0.35388144000000005
most.js,0.34072056000000006
most.js,0.38312784000000005
most.js,0.3948264
most.js,0.52789752
most.js,0.38751480000000005
most.js,0.3948264
most.js,0.39190176000000004
most.js,0.4094496
most.js,0.38166552000000004
most.js,0.39336408000000006
most.js,0.39190176000000004
most.js,0.3948264
most.js,0.38897712
most.js,0.48987720000000007
most.js,0.38459016
most.js,0.38751480000000005
most.js,0.39190176000000004
most.js,0.38751480000000005
most.js,0.39775104
most.js,0.39190176000000004
most.js,0.39628872
rxjs,2.9813183999999997
rxjs,3.0227256000000002
rxjs,2.9813183999999997
rxjs,2.9813183999999997
rxjs,2.9675160000000003
rxjs,2.9399112
rxjs,2.9537136
rxjs,2.9537136
rxjs,2.8432943999999996
rxjs,2.9399112
rxjs,2.9537136
rxjs,2.9813183999999997
rxjs,2.9537136
rxjs,2.9537136
rxjs,2.9399112
rxjs,2.9675160000000003
rxjs,2.9675160000000003
rxjs,2.9537136
rxjs,2.9537136
rxjs,2.9399112
rxjs,2.9675160000000003
rxjs,2.9537136
rxjs,2.9399112
rxjs,2.9261088
rxjs,3.0089232000000004
rxjs,2.947392
rxjs,2.9514023999999996
rxjs,2.9514023999999996
rxjs,2.965194
rxjs,2.9789855999999997
rxjs,1.211346
rxjs,1.3527864
rxjs,1.0531008000000002
rxjs,1.2375946800000002
rxjs,0.9062701200000001
rxjs,1.20557592
rxjs,0.90905436
rxjs,1.19304684
rxjs,0.92854404
rxjs,1.0802851199999999
rxjs,1.0761087599999999
rxjs,0.8547616800000001
rxjs,1.19165472
rxjs,1.02599244
rxjs,1.02738456
rxjs,0.6890994000000001
rxjs,0.8533695600000001
rxjs,1.09420632
rxjs,0.81995868
rxjs,1.1290093200000002
rxjs,1.6427016
rxjs,0.98562096
rxjs,0.82413504
rxjs,1.04269788
rxjs,1.1624202000000001
rxjs,0.82732104
rxjs,1.1413710000000001
rxjs,1.13307012
rxjs,1.0514448
rxjs,1.05974568
